ZIP,CBSA
21762,43524
21765,12580
21766,19060
21767,25180
21769,43524
21769,25180
21770,43524
21771,43524
21771,12580
21773,43524
21774,43524
21775,43524
21776,43524
21776,12580
21777,43524
21778,43524
21779,25180
21780,25180
21780,43524
21781,25180
21782,25180
21783,25180
21783,43524
21784,12580
21787,43524
21787,12580
21788,43524
21790,43524
21791,12580
21791,43524
21792,41540
21793,43524
21794,12580
21795,25180
21797,43524
21797,12580
21798,43524
21801,41540
21802,41540
21803,41540
21804,41540
21810,41540
21811,41540
21813,41540
21814,41540
21817,41540
21821,41540
21822,41540
21824,41540
21826,41540
21829,41540
21830,41540
21835,15700
21836,41540
21837,41540
21838,41540
21840,41540
21841,41540
21842,41540
21843,41540
21849,41540
21850,41540
21851,41540
21852,41540
21853,41540
21856,41540
21857,41540
21861,41540
21862,41540
21863,41540
21864,41540
21865,41540
21866,41540
21867,41540
21869,15700
21871,41540
21872,41540
21874,41540
21875,41540
21890,41540
21901,48864
21902,48864
21903,48864
21904,48864
21911,48864
21912,48864
21913,48864
21914,48864
21915,48864
21916,48864
21917,48864
21918,48864
21919,48864
21920,48864
21921,48864
21922,48864
21930,48864
21930,99999
22003,47894
22009,47894
22015,47894
22025,47894
22026,47894
22027,47894
22030,47894
22031,47894
22032,47894
22033,47894
22035,47894
22037,47894
22038,47894
22039,47894
22040,47894
22041,47894
22042,47894
22043,47894
22044,47894
22046,47894
22060,47894
22066,47894
22067,47894
22079,47894
22081,47894
22101,47894
22102,47894
22103,47894
22106,47894
22107,47894
22108,47894
22109,47894
22116,47894
22121,47894
22122,47894
22124,47894
22125,47894
22134,47894
22135,47894
22150,47894
22151,47894
22152,47894
22153,47894
22158,47894
22159,47894
22160,47894
22161,47894
22172,47894
22180,47894
22181,47894
22182,47894
22183,47894
22185,47894
22191,47894
22192,47894
22193,47894
22194,47894
22195,47894
22199,47894
22201,47894
22202,47894
22203,47894
22204,47894
22205,47894
22206,47894
22207,47894
22209,47894
22210,47894
22211,47894
22212,47894
22213,47894
22214,47894
22215,47894
22216,47894
22217,47894
22219,47894
22225,47894
22226,47894
22227,47894
22230,47894
22240,47894
22241,47894
22242,47894
22243,47894
22244,47894
22245,47894
22301,47894
22302,47894
22303,47894
22304,47894
22305,47894
22306,47894
22307,47894
22308,47894
22309,47894
22310,47894
22311,47894
22312,47894
22313,47894
22314,47894
22315,47894
22320,47894
22331,47894
22332,47894
22333,47894
22350,47894
22401,47894
22402,47894
22403,47894
22404,47894
22405,47894
22406,47894
22407,47894
22408,47894
22408,40060
22412,47894
22427,40060
22428,40060
22430,47894
22432,99999
22433,99999
22435,99999
22436,99999
22436,40060
22437,99999
22438,40060
22438,99999
22442,99999
22443,99999
22446,40060
22448,99999
22451,99999
22454,99999
22460,99999
22463,47894
22469,99999
22471,47894
22472,99999
22473,99999
22476,99999
22480,99999
22481,99999
22482,99999
22485,99999
22488,99999
22501,40060
22503,99999
22504,99999
22507,99999
22508,47894
22508,99999
22509,99999
22511,99999
22513,99999
22514,40060
22517,99999
22520,99999
22523,99999
22524,99999
22526,99999
22528,99999
22529,99999
22530,99999
22534,47894
22535,40060
22538,40060
22539,99999
22542,99999
22544,99999
22545,47894
22546,40060
22546,47894
22547,99999
22548,99999
22551,99999
22551,47894
22552,40060
22553,47894
22554,47894
22555,47894
22556,47894
22558,99999
22560,40060
22560,99999
22565,47894
22567,47894
22567,99999
22572,99999
22576,99999
22577,99999
22578,99999
22579,99999
22580,40060
22580,47894
22581,99999
22601,49020
22602,49020
22603,49020
22604,49020
22610,47894
22611,47894
22620,47894
22622,49020
22623,47894
22624,49020
22625,49020
22626,99999
22627,47894
22630,47894
22630,49020
22637,49020
22639,47894
22640,47894
22641,99999
22642,47894
22643,47894
22644,99999
22645,49020
22645,99999
22645,47894
22646,47894
22649,47894
22650,99999
22652,99999
22654,99999
22654,49020
22655,49020
22655,47894
22656,49020
22657,99999
22657,47894
22660,99999
22663,47894
22663,49020
22664,99999
22701,47894
22701,99999
22709,99999
22711,99999
22712,47894
22713,47894
22714,47894
22715,99999
22716,47894
22718,47894
22719,99999
22720,47894
22722,99999
22723,99999
22724,47894
22725,99999
22726,47894
22727,99999
22728,47894
22729,47894
22730,99999
22731,99999
22732,99999
22733,99999
22733,47894
22734,47894
22735,47894
22735,99999
22736,47894
22737,47894
22738,99999
22740,47894
22740,99999
22741,47894
22742,47894
22743,99999
22747,47894
22748,99999
22749,47894
22801,25500
22802,25500
22803,25500
22807,25500
22810,99999
22811,25500
22812,25500
22812,44420
22815,99999
22815,25500
22820,25500
22821,25500
22824,99999
22827,99999
22827,25500
22830,25500
22831,25500
22832,25500
22833,25500
22834,25500
22835,99999
22840,25500
22841,25500
22841,44420
22842,99999
22843,44420
22844,99999
22844,25500
22845,99999
22846,25500
22847,99999
22848,25500
22849,99999
22849,25500
22850,25500
22851,99999
22853,25500
22853,99999
22901,16820
22902,16820
22903,16820
22904,16820
22905,16820
22906,16820
22908,16820
22909,16820
22911,16820
22920,16820
22920,44420
22922,31340
22922,16820
22923,99999
22923,16820
22924,16820
22931,16820
22932,16820
22935,16820
22936,16820
22937,16820
22938,16820
22939,44420
22940,16820
22942,99999
22942,16820
22943,16820
22945,16820
22946,16820
22947,16820
22947,99999
22948,99999
22949,16820
22952,44420
22957,99999
22958,16820
22959,16820
22960,99999
22960,47894
22963,16820
22964,16820
22965,16820
22967,44420
22967,16820
22967,31340
22968,16820
22968,99999
22969,16820
22971,16820
22972,99999
22973,16820
22973,99999
22974,16820
22974,99999
22976,16820
22980,44420
22987,16820
22989,99999
23001,47260
23002,40060
23002,99999
23003,47260
23004,16820
23005,40060
23009,40060
23011,40060
23015,47894
23015,99999
23015,40060
23018,47260
23021,47260
23022,16820
23023,99999
23024,99999
23024,40060
23024,47894
23025,47260
23027,99999
23030,40060
23031,99999
23032,99999
23035,47260
23038,40060
23038,99999
23038,16820
23039,40060
23040,16820
23040,99999
23043,99999
23045,47260
23047,40060
23050,47260
23055,16820
23056,47260
23058,40060
23059,40060
23060,40060
23061,47260
23062,47260
23063,40060
23064,47260
23065,99999
23065,40060
23066,47260
23067,40060
23068,47260
23069,40060
23070,99999
23071,99999
23072,47260
23075,40060
23076,47260
23079,99999
23081,47260
23083,40060
23084,16820
23084,99999
23084,40060
23085,99999
23086,40060
23089,47260
23089,40060
23090,47260
23091,99999
23092,99999
23093,99999
23093,16820
23093,40060
23102,99999
23102,40060
23103,40060
23105,40060
23106,40060
23108,99999
23109,47260
23110,99999
23111,40060
23112,40060
23113,40060
23114,40060
23115,99999
23116,40060
23117,40060
23117,99999
23117,47894
23119,47260
23120,40060
23123,16820
23123,99999
23124,40060
23125,47260
23126,99999
23127,47260
23128,47260
23129,40060
23130,47260
23131,47260
23138,47260
23139,99999
23139,40060
23140,40060
23141,40060
23146,40060
23147,40060
23148,99999
23149,99999
23149,47260
23150,40060
23153,40060
23154,47260
23155,47260
23156,99999
23160,40060
23161,99999
23162,40060
23163,47260
23168,47260
23169,99999
23170,99999
23173,40060
23175,99999
23176,99999
23177,99999
23177,40060
23178,47260
23180,99999
23181,40060
23181,99999
23183,47260
23184,47260
23185,47260
23185,40060
23186,47260
23187,47260
23188,47260
23190,47260
23192,40060
23192,99999
23218,40060
23219,40060
23220,40060
23221,40060
23222,40060
23223,40060
23224,40060
23225,40060
23226,40060
23227,40060
23228,40060
23229,40060
23230,40060
23231,40060
23232,40060
23233,40060
23234,40060
23235,40060
23236,40060
23237,40060
23238,40060
23241,40060
23242,40060
23249,40060
23250,40060
23255,40060
23260,40060
23261,40060
23269,40060
23273,40060
23284,40060
23293,40060
23294,40060
23297,40060
23298,40060
23301,99999
23302,99999
23303,99999
23304,47260
23306,99999
23307,99999
23308,99999
23310,99999
23313,99999
23314,47260
23315,47260
23316,99999
23320,47260
23321,47260
23322,47260
23323,47260
23324,47260
23325,47260
23326,47260
23327,47260
23328,47260
23336,99999
23337,99999
23341,99999
23347,99999
23350,99999
23354,99999
23356,99999
23357,99999
23358,99999
23359,99999
23389,99999
23395,99999
23397,47260
23398,99999
23401,99999
23404,99999
23405,99999
23407,99999
23408,99999
23409,99999
23410,99999
23413,99999
23414,99999
23415,99999
23416,99999
23417,99999
23418,99999
23420,99999
23421,99999
23422,99999
23423,99999
23424,47260
23426,99999
23427,99999
23429,99999
23430,47260
23430,99999
23431,47260
23432,47260
23433,47260
23434,47260
23435,47260
23436,47260
23437,47260
23438,47260
23439,47260
23440,99999
23441,99999
23442,99999
23443,99999
23450,47260
23451,47260
23452,47260
23453,47260
23454,47260
23455,47260
23456,47260
23457,47260
23459,47260
23460,47260
23461,47260
23462,47260
23463,47260
23464,47260
23466,47260
23467,47260
23471,47260
23479,47260
23480,99999
23486,99999
23487,47260
23488,99999
23501,47260
23502,47260
23503,47260
23504,47260
23505,47260
23507,47260
23508,47260
23509,47260
23510,47260
23511,47260
23513,47260
23514,47260
23515,47260
23517,47260
23518,47260
23523,47260
23529,47260
23541,47260
23551,47260
23601,47260
23602,47260
23603,47260
23604,47260
23605,47260
23606,47260
23607,47260
23608,47260
23609,47260
23612,47260
23628,47260
23630,47260
23651,47260
23661,47260
23662,47260
23663,47260
23664,47260
23665,47260
23666,47260
23667,47260
23668,47260
23669,47260
23670,47260
23681,47260
23690,47260
23691,47260
23692,47260
23693,47260
23694,47260
23696,47260
23701,47260
23702,47260
23703,47260
23704,47260
23705,47260
23707,47260
23708,47260
23709,47260
23801,40060
23803,40060
23804,40060
23805,40060
23806,40060
23821,99999
23824,99999
23824,40060
23827,99999
23828,99999
23829,40060
23829,99999
23830,40060
23831,40060
23832,40060
23833,40060
23834,40060
23836,40060
23837,99999
23837,40060
23838,40060
23839,99999
23840,40060
23841,40060
23842,40060
23842,99999
23843,99999
23844,99999
23845,99999
23846,99999
23847,99999
23847,40060
23850,40060
23851,99999
23851,47260
23856,99999
23857,99999
23860,40060
23866,99999
23866,47260
23867,40060
23867,99999
23868,99999
23870,99999
23872,40060
23873,99999
23874,99999
23875,40060
23876,99999
23878,40060
23878,99999
23879,99999
23881,99999
23881,40060
23882,40060
23883,99999
23884,40060
23885,40060
23887,99999
23888,40060
23888,99999
23889,99999
23890,40060
23890,99999
23891,40060
23893,99999
23894,99999
23894,40060
23897,40060
23898,47260
23898,99999
23899,99999
23901,16820
23901,99999
23909,99999
23915,99999
23917,99999
23919,99999
23920,99999
23921,16820
23922,99999
23923,99999
23924,99999
23927,99999
23930,99999
23934,99999
23936,99999
23936,16820
23937,99999
23938,99999
23939,31340
23941,99999
23942,99999
23943,99999
23944,99999
23947,99999
23950,99999
23952,99999
23954,99999
23955,99999
23958,99999
23958,31340
23959,99999
23960,31340
23960,99999
23962,99999
23963,99999
23963,31340
23964,99999
23966,40060
23966,99999
23967,99999
23968,99999
23970,99999
23974,99999
23976,99999
24001,40220
24002,40220
24003,40220
24004,40220
24005,40220
24006,40220
24007,40220
24008,40220
24009,40220
24010,40220
24011,40220
24012,40220
24013,40220
24014,40220
24015,40220
24016,40220
24017,40220
24018,40220
24019,40220
24020,40220
24022,40220
24023,40220
24024,40220
24025,40220
24026,40220
24027,40220
24028,40220
24029,40220
24030,40220
24031,40220
24032,40220
24033,40220
24034,40220
24035,40220
24036,40220
24037,40220
24038,40220
24042,40220
24053,99999
24054,19260
24054,32300
24055,40220
24055,32300
24055,99999
24058,13980
24059,40220
24059,13980
24060,13980
24061,13980
24062,13980
24063,13980
24064,31340
24064,40220
24065,40220
24066,40220
24066,99999
24067,40220
24068,13980
24069,19260
24070,40220
24072,13980
24073,13980
24076,99999
24077,40220
24078,32300
24079,40220
24079,13980
24082,99999
24083,40220
24084,99999
24084,13980
24085,40220
24086,13980
24087,13980
24087,40220
24088,40220
24088,99999
24089,32300
24090,40220
24091,99999
24091,40220
24091,13980
24092,40220
24093,13980
24095,31340
24101,31340
24101,40220
24102,40220
24102,32300
24104,31340
24105,99999
24105,13980
24111,13980
24112,40220
24112,32300
24120,13980
24120,99999
24121,40220
24121,31340
24122,31340
24124,99999
24124,13980
24126,13980
24127,40220
24128,40220
24128,13980
24129,13980
24130,40220
24131,40220
24132,13980
24133,99999
24133,32300
24134,13980
24134,99999
24136,13980
24137,19260
24137,40220
24138,13980
24139,31340
24139,19260
24141,13980
24142,13980
24146,40220
24147,13980
24148,32300
24149,13980
24150,13980
24151,40220
24153,40220
24161,19260
24162,13980
24165,32300
24165,99999
24167,13980
24168,32300
24171,99999
24174,31340
24175,40220
24176,40220
24177,99999
24179,40220
24179,31340
24184,40220
24185,99999
24201,28700
24202,28700
24203,28700
24209,28700
24210,28700
24211,28700
24212,28700
24215,13720
24216,13720
24217,13720
24217,99999
24218,99999
24219,99999
24219,13720
24220,13720
24221,28700
24221,99999
24224,99999
24225,99999
24226,13720
24228,13720
24230,13720
24230,28700
24236,28700
24236,99999
24237,99999
24237,13720
24239,99999
24243,99999
24244,99999
24244,28700
24245,28700
24246,13720
24248,99999
24250,28700
24251,28700
24256,99999
24256,13720
24258,28700
24260,99999
24263,99999
24265,99999
24266,99999
24269,13720
24270,28700
24271,28700
24271,99999
24272,13720
24273,13720
24277,99999
24279,13720
24280,99999
24281,99999
24282,99999
24283,13720
24283,99999
24290,28700
24292,99999
24293,13720
24301,13980
24311,99999
24312,99999
24313,99999
24313,13980
24314,14140
24314,99999
24315,13980
24315,99999
24316,14140
24316,99999
24317,99999
24318,99999
24319,28700
24319,99999
24322,99999
24323,99999
24324,99999
24324,13980
24325,99999
24326,99999
24327,28700
24328,99999
24330,99999
24333,99999
24340,28700
24343,99999
24347,99999
24347,13980
24348,99999
24350,99999
24351,99999
24352,99999
24352,13980
24354,99999
24360,99999
24361,28700
24363,99999
24366,99999
24368,99999
24370,99999
24370,28700
24374,99999
24375,99999
24377,14140
24378,99999
24380,13980
24380,99999
24381,99999
24382,99999
24401,44420
24402,44420
24411,44420
24412,99999
24413,99999
24415,99999
24416,99999
24421,44420
24422,99999
24422,40220
24426,40220
24426,99999
24430,44420
24431,44420
24432,99999
24432,44420
24433,99999
24435,99999
24437,44420
24438,40220
24439,44420
24439,99999
24440,44420
24441,25500
24441,44420
24442,99999
24445,99999
24448,99999
24450,99999
24457,99999
24458,99999
24459,99999
24459,44420
24460,99999
24463,44420
24464,16820
24465,99999
24467,44420
24468,99999
24469,44420
24471,25500
24472,99999
24472,44420
24473,99999
24474,99999
24476,44420
24477,44420
24479,44420
24482,44420
24483,16820
24483,31340
24483,99999
24483,44420
24484,99999
24485,44420
24486,44420
24486,25500
24487,99999
24501,31340
24502,31340
24503,31340
24504,31340
24506,31340
24513,31340
24514,31340
24517,31340
24520,99999
24521,16820
24521,31340
24522,99999
24522,31340
24522,16820
24523,31340
24526,31340
24527,19260
24528,31340
24528,99999
24529,99999
24530,32300
24530,19260
24531,19260
24533,31340
24534,99999
24535,99999
24536,31340
24538,31340
24539,99999
24540,19260
24541,19260
24549,19260
24550,31340
24551,31340
24553,16820
24553,31340
24554,31340
24555,99999
24556,31340
24557,19260
24558,99999
24562,16820
24563,19260
24565,99999
24565,19260
24566,19260
24569,19260
24569,31340
24569,99999
24570,31340
24571,31340
24572,31340
24574,31340
24576,31340
24577,99999
24578,99999
24579,40220
24579,99999
24580,99999
24581,16820
24586,19260
24588,31340
24589,99999
24590,16820
24592,19260
24592,99999
24593,31340
24594,19260
24594,99999
24595,31340
24597,19260
24597,99999
24598,99999
24599,16820
24601,14140
24602,14140
24603,99999
24604,14140
24605,14140
24606,14140
24607,13720
24608,14140
24609,14140
24609,99999
24612,14140
24613,14140
24614,99999
24619,14140
24620,99999
24622,14140
24622,99999
24624,99999
24627,99999
24628,99999
24630,14140
24631,99999
24634,99999
24635,14140
24637,14140
24639,99999
24639,14140
24640,14140
24641,14140
24646,99999
24647,14140
24649,99999
24651,99999
24651,14140
24656,99999
24657,99999
24658,99999
24701,14140
24712,14140
24714,14140
24715,14140
24724,14140
24726,99999
24729,14140
24731,14140
24732,14140
24733,14140
24736,14140
24737,14140
24738,14140
24739,14140
24740,14140
24747,14140
24801,99999
24808,99999
24811,99999
24813,99999
24815,99999
24816,99999
24817,99999
24818,99999
24822,99999
24823,99999
24827,99999
24828,99999
24829,99999
24830,99999
24831,99999
24839,99999
24844,99999
24845,99999
24846,99999
24847,99999
24849,99999
24850,99999
24857,99999
24860,99999
24862,99999
24866,99999
24867,99999
24868,99999
24869,99999
24870,99999
24872,99999
24873,99999
24874,99999
24879,99999
24880,99999
24881,99999
24882,99999
24884,99999
24892,99999
24894,99999
24895,99999
24898,99999
24901,99999
24910,99999
24915,99999
24916,99999
24918,99999
24920,99999
24924,99999
24925,99999
24927,99999
24931,99999
24934,99999
24935,99999
24938,99999
24941,99999
24943,99999
24944,99999
24945,99999
24946,99999
24951,99999
24954,99999
24957,99999
24962,99999
24963,99999
24966,99999
24970,99999
24974,99999
24976,99999
24977,99999
24981,99999
24983,99999
24984,99999
24985,99999
24986,99999
24991,99999
24993,99999
25003,26580
25003,16620
25005,99999
25007,13220
25008,13220
25009,16620
25011,26580
25015,16620
25019,16620
25021,16620
25022,30880
25024,16620
25025,16620
25026,16620
25028,16620
25030,16620
25033,26580
25035,16620
25039,16620
25040,13220
25043,16620
25044,13220
25045,16620
25045,99999
25047,30880
25048,13220
25049,16620
25051,16620
25053,16620
25059,99999
25060,13220
25061,16620
25062,13220
25063,16620
25063,99999
25064,16620
25067,16620
25070,26580
25071,16620
25071,99999
25075,16620
25076,30880
25079,16620
25081,16620
25082,26580
25082,38580
25083,16620
25085,13220
25086,16620
25088,16620
25090,13220
25093,16620
25102,16620
25103,16620
25106,38580
25107,16620
25108,16620
25108,30880
25109,26580
25110,16620
25111,16620
25112,16620
25113,16620
25114,16620
25115,13220
25118,13220
25119,13220
25121,30880
25123,99999
25123,26580
25123,38580
25124,26580
25125,16620
25130,16620
25132,16620
25133,16620
25134,16620
25136,16620
25136,13220
25139,13220
25140,13220
25141,16620
25142,16620
25143,26580
25143,16620
25148,16620
25149,16620
25154,16620
25156,16620
25159,16620
25159,26580
25160,16620
25161,13220
25162,16620
25164,16620
25164,99999
25165,16620
25168,26580
25169,16620
25173,13220
25174,13220
25177,26580
25177,16620
25180,13220
25181,16620
25183,30880
25185,13220
25186,13220
25187,38580
25193,16620
25201,16620
25202,26580
25202,16620
25203,16620
25204,16620
25205,16620
25206,16620
25208,16620
25209,16620
25209,13220
25213,26580
25214,16620
25231,99999
25234,99999
25235,16620
25239,99999
25241,99999
25241,38580
25243,99999
25244,99999
25245,99999
25247,38580
25248,16620
25248,99999
25248,26580
25251,99999
25252,99999
25253,38580
25259,99999
25260,38580
25261,99999
25262,99999
25264,38580
25265,38580
25266,99999
25267,99999
25268,99999
25270,99999
25271,99999
25275,99999
25276,99999
25285,16620
25286,16620
25286,99999
25287,38580
25301,16620
25302,16620
25303,16620
25304,16620
25305,16620
25306,16620
25309,16620
25311,16620
25312,26580
25312,16620
25313,16620
25314,16620
25315,16620
25317,16620
25320,16620
25321,16620
25322,16620
25323,16620
25324,16620
25325,16620
25326,16620
25327,16620
25328,16620
25329,16620
25330,16620
25331,16620
25332,16620
25333,16620
25334,16620
25335,16620
25336,16620
25337,16620
25338,16620
25339,16620
25361,16620
25364,16620
25387,16620
25389,16620
25392,16620
25396,16620
25401,25180
25403,25180
25404,47894
25404,25180
25405,25180
25405,47894
25411,25180
25411,99999
25413,25180
25414,47894
25419,25180
25420,25180
25421,25180
25422,99999
25423,47894
25425,47894
25427,25180
25427,99999
25428,25180
25430,25180
25430,47894
25431,49020
25432,47894
25434,49020
25434,99999
25437,49020
25438,47894
25441,47894
25442,47894
25443,25180
25443,47894
25444,49020
25446,47894
25501,26580
25502,38580
25503,38580
25504,26580
25505,30880
25506,26580
25507,26580
25508,16620
25508,30880
25510,26580
25511,26580
25512,26580
25514,26580
25515,38580
25517,26580
25520,26580
25520,38580
25521,26580
25523,26580
25524,30880
25524,26580
25526,26580
25529,16620
25530,26580
25534,26580
25535,26580
25537,26580
25540,26580
25541,26580
25541,38580
25544,26580
25545,26580
25547,30880
25550,38580
25555,26580
25557,26580
25559,26580
25560,26580
25562,26580
25564,26580
25565,26580
25567,26580
25569,26580
25570,26580
25571,26580
25573,26580
25601,30880
25606,30880
25607,30880
25608,99999
25612,30880
25614,30880
25617,30880
25621,99999
25624,30880
25625,30880
25630,30880
25632,30880
25634,30880
25635,30880
25637,30880
25638,30880
25639,30880
25644,30880
25646,30880
25647,30880
25649,30880
25650,99999
25651,99999
25652,30880
25653,30880
25654,30880
25661,99999
25666,99999
25669,26580
25670,99999
25671,99999
25672,99999
25674,99999
25676,99999
25678,99999
25692,99999
25699,26580
25701,26580
25702,26580
25703,26580
25704,26580
25705,26580
25706,26580
25707,26580
25708,26580
25709,26580
25710,26580
25711,26580
25712,26580
25713,26580
25714,26580
25715,26580
25716,26580
25717,26580
25718,26580
25719,26580
25720,26580
25721,26580
25722,26580
25723,26580
25724,26580
25725,26580
25726,26580
25727,26580
25728,26580
25729,26580
25755,26580
25772,26580
25773,26580
25774,26580
25775,26580
25776,26580
25777,26580
25778,26580
25779,26580
25801,13220
25802,13220
25811,99999
25811,13220
25812,13220
25813,13220
25817,13220
25818,13220
25820,14140
25823,13220
25825,13220
25825,99999
25826,99999
25827,13220
25831,13220
25832,13220
25836,13220
25837,13220
25839,13220
25840,13220
25841,14140
25843,13220
25844,13220
25845,99999
25846,13220
25848,99999
25849,13220
25851,13220
25853,13220
25854,13220
25857,13220
25860,13220
25862,13220
25864,13220
25865,13220
25866,13220
25868,13220
25870,99999
25871,13220
25873,13220
25876,99999
25878,13220
25879,13220
25880,13220
25882,99999
25901,13220
25902,14140
25902,13220
25904,13220
25906,13220
25907,13220
25908,13220
25909,13220
25911,13220
25913,99999
25915,13220
25916,99999
25917,13220
25918,99999
25918,13220
25919,13220
25920,13220
25921,13220
25922,14140
25927,13220
25928,99999
25932,13220
25936,13220
25938,13220
25951,13220
25951,99999
25958,99999
25962,99999
25962,13220
25969,13220
25969,99999
25971,14140
25972,99999
25976,99999
25976,13220
25977,99999
25978,99999
25979,99999
25981,99999
25984,99999
25985,99999
25986,99999
25989,13220
26003,48260
26003,48540
26030,48260
26031,48540
26032,48260
26032,48540
26033,48540
26034,48260
26035,48260
26036,48540
26037,48260
26038,48540
26039,48540
26040,48540
26041,48540
26047,48260
26050,48260
26055,99999
26056,48260
26058,48260
26059,48540
26060,48540
26062,48260
26070,48260
26074,48540
26075,48260
26101,37620
26102,37620
26103,37620
26104,37620
26105,37620
26106,37620
26120,37620
26121,37620
26133,37620
26133,99999
26134,99999
26136,99999
26137,99999
26138,37620
26141,37620
26142,37620
26143,37620
26146,99999
26147,99999
26148,99999
26149,99999
26150,37620
26151,99999
26152,37620
26155,99999
26159,99999
26160,37620
26161,99999
26162,99999
26164,37620
26164,99999
26167,99999
26169,37620
26170,99999
26175,99999
26178,99999
26180,37620
26181,37620
26184,37620
26184,99999
26187,37620
26201,99999
26202,99999
26203,99999
26205,99999
26206,99999
26208,99999
26210,99999
26215,99999
26217,99999
26218,99999
26222,99999
26224,21180
26228,99999
26230,21180
26234,99999
26236,99999
26237,99999
26238,99999
26241,21180
26250,99999
26250,21180
26253,21180
26254,21180
26257,21180
26260,99999
26261,99999
26263,21180
26264,99999
26266,99999
26267,21180
26268,21180
26269,99999
26270,21180
26271,99999
26273,21180
26275,99999
26276,99999
26278,21180
26280,21180
26282,21180
26283,21180
26283,99999
26285,21180
26287,99999
26287,34060
26288,99999
26289,99999
26291,99999
26292,99999
26293,21180
26294,21180
26298,99999
26301,17220
26306,17220
26320,99999
26321,99999
26323,17220
26325,99999
26327,99999
26330,17220
26335,99999
26337,99999
26338,99999
26339,17220
26342,99999
26343,99999
26346,99999
26347,17220
26348,99999
26351,99999
26354,17220
26361,17220
26362,99999
26366,17220
26372,99999
26374,34060
26376,99999
26377,99999
26378,99999
26378,17220
26384,99999
26385,17220
26386,17220
26404,17220
26405,99999
26408,17220
26410,34060
26411,17220
26412,99999
26415,99999
26415,17220
26416,99999
26419,99999
26421,99999
26422,17220
26424,17220
26425,34060
26426,17220
26430,99999
26431,17220
26434,99999
26435,17220
26436,17220
26437,99999
26438,17220
26440,17220
26443,99999
26444,34060
26447,99999
26448,17220
26451,17220
26452,99999
26456,17220
26463,17220
26501,34060
26504,34060
26505,34060
26506,34060
26508,34060
26508,21900
26519,34060
26520,34060
26521,34060
26524,34060
26525,34060
26527,34060
26531,34060
26534,34060
26537,34060
26541,34060
26542,34060
26543,34060
26544,34060
26546,34060
26547,34060
26554,21900
26554,34060
26554,17220
26555,21900
26559,21900
26560,21900
26561,99999
26562,99999
26562,34060
26563,21900
26566,21900
26568,17220
26570,34060
26570,21900
26571,21900
26572,21900
26574,21900
26575,99999
26578,21900
26581,99999
26582,21900
26585,21900
26586,21900
26587,21900
26588,34060
26588,21900
26590,34060
26591,21900
26601,99999
26610,99999
26611,99999
26615,99999
26617,16620
26619,99999
26621,99999
26623,99999
26624,99999
26627,99999
26629,99999
26631,99999
26636,99999
26638,99999
26651,99999
26656,99999
26660,99999
26662,99999
26667,99999
26671,99999
26676,99999
26678,99999
26679,99999
26680,13220
26681,99999
26684,99999
26690,99999
26691,99999
26704,49020
26705,34060
26707,99999
26710,19060
26711,49020
26714,49020
26716,34060
26717,19060
26719,19060
26720,99999
26722,49020
26726,19060
26731,99999
26739,99999
26743,19060
26750,19060
26753,19060
26755,49020
26755,99999
26757,49020
26761,49020
26763,49020
26764,34060
26767,19060
26801,99999
26802,99999
26804,99999
26807,99999
26808,49020
26810,99999
26812,99999
26814,99999
26815,99999
26817,49020
26818,99999
26833,99999
26836,99999
26838,99999
26845,99999
26847,99999
26851,99999
26852,99999
26852,49020
26855,99999
26865,49020
26866,99999
26884,99999
26886,99999
27006,49180
27007,34340
27009,49180
27010,49180
27011,49180
27012,49180
27013,16740
27014,49180
27016,49180
27017,99999
27017,34340
27018,49180
27019,49180
27020,16740
27020,35900
27020,49180
27021,49180
27022,49180
27023,49180
27024,34340
27025,49180
27025,24660
27027,24660
27028,49180
27028,16740
27030,34340
27030,49180
27040,49180
27041,34340
27041,49180
27042,49180
27043,34340
27043,49180
27045,49180
27046,49180
27047,34340
27048,24660
27049,34340
27050,49180
27051,49180
27052,49180
27053,49180
27053,34340
27054,16740
27055,49180
27055,16740
27094,49180
27099,49180
27101,49180
27102,49180
27103,49180
27104,49180
27105,49180
27106,49180
27107,49180
27108,49180
27109,49180
27110,49180
27111,49180
27113,49180
27114,49180
27115,49180
27116,49180
27117,49180
27120,49180
27127,49180
27130,49180
27150,49180
27152,49180
27155,49180
27157,49180
27199,49180
27201,15500
27202,15500
27203,24660
27205,24660
27207,20500
27208,38240
27208,24660
27208,20500
27209,38240
27209,99999
27212,99999
27213,20500
27214,24660
27215,15500
27215,24660
27216,15500
27217,99999
27217,15500
27229,99999
27229,40460
27230,24660
27231,20500
27231,99999
27233,24660
27235,24660
27235,49180
27239,24660
27239,49180
27242,38240
27243,20500
27244,15500
27244,99999
27244,24660
27247,99999
27248,24660
27249,24660
27249,15500
27249,99999
27252,20500
27252,38240
27253,15500
27256,20500
27258,15500
27259,38240
27260,24660
27261,24660
27262,49180
27262,24660
27263,24660
27265,24660
27265,49180
27278,20500
27281,38240
27281,99999
27281,40460
27282,24660
27283,24660
27284,24660
27284,49180
27285,49180
27288,24660
27289,24660
27291,20500
27291,99999
27292,49180
27292,24660
27293,49180
27294,49180
27295,49180
27298,20500
27298,24660
27298,15500
27299,49180
27301,24660
27302,20500
27302,15500
27302,99999
27305,99999
27305,20500
27306,99999
27306,40460
27310,24660
27311,99999
27311,24660
27312,20500
27313,24660
27314,20500
27314,99999
27315,99999
27316,24660
27317,24660
27320,99999
